Plot,Line,Measure,Iteration,Value
User:CR/Measure:R,recommendation,R,3,0.05342543477687172
User:CR/Measure:R,recommendation,R,4,0.05719789934816457
User:CR/Measure:R,recommendation,R,5,0.061283086585912964
User:CR/Measure:R,recommendation,R,6,0.0656387723326208
User:CR/Measure:R,recommendation,R,7,0.06977146174755232
User:CR/Measure:R,recommendation,R,8,0.07398332145778903
User:CR/Measure:R,recommendation,R,9,0.07862797878236086
User:CR/Measure:R,recommendation,R,10,0.08389412292507852
User:CR/Measure:R,recommendation,R,11,0.08989391180429103
User:CR/Measure:R,recommendation,R,12,0.09590821523764284
User:CR/Measure:R,recommendation,R,13,0.10190008708732484
User:CR/Measure:R,recommendation,R,14,0.10806613358667828
User:CR/Measure:R,recommendation,R,15,0.11440107671601615
User:CR/Measure:R,recommendation,R,16,0.12075581241918032
User:CR/Measure:R,recommendation,R,17,0.12702082178766527
User:CR/Measure:R,recommendation,R,18,0.13321061937561027
User:CR/Measure:R,recommendation,R,19,0.13916026706779616
User:CR/Measure:R,recommendation,R,20,0.14507296862217295
User:CR/Measure:L,choice,L,1,0.0
User:CR/Measure:L,choice,L,2,0.0
User:CR/Measure:L,choice,L,3,0.0
User:CR/Measure:L,choice,L,4,0.0
User:CR/Measure:L,choice,L,5,0.0
User:CR/Measure:L,choice,L,6,0.0
User:CR/Measure:L,choice,L,7,0.0
User:CR/Measure:L,choice,L,8,0.0
User:CR/Measure:L,choice,L,9,0.0
User:CR/Measure:L,choice,L,10,0.0
User:CR/Measure:L,choice,L,11,0.0
User:CR/Measure:L,choice,L,12,0.0
User:CR/Measure:L,choice,L,13,0.0
User:CR/Measure:L,choice,L,14,0.0
User:CR/Measure:L,choice,L,15,0.0
User:CR/Measure:L,choice,L,16,0.0
User:CR/Measure:L,choice,L,17,0.0
User:CR/Measure:L,choice,L,18,0.0
User:CR/Measure:L,choice,L,19,0.0
User:CR/Measure:L,choice,L,20,0.0
User:CR/Measure:CL,choice,CL,1,0.0005014118702662761
User:CR/Measure:CL,choice,CL,2,0.0003694613780909403
User:CR/Measure:CL,choice,CL,3,0.0002902910827857388
User:CR/Measure:CL,choice,CL,4,0.00031668118122080597
User:CR/Measure:CL,choice,CL,5,0.00023751088591560446
User:CR/Measure:CL,choice,CL,6,0.00026390098435067163
User:CR/Measure:CL,choice,CL,7,0.00034307127965587313
User:CR/Measure:CL,choice,CL,8,0.00034307127965587313
User:CR/Measure:CL,choice,CL,9,0.0003694613780909403
User:CR/Measure:CL,choice,CL,10,0.00034307127965587313
User:CR/Measure:CL,choice,CL,11,0.0004222415749610746
User:CR/Measure:CL,choice,CL,12,0.00034307127965587313
User:CR/Measure:CL,choice,CL,13,0.00026390098435067163
User:CR/Measure:CL,choice,CL,14,0.0002902910827857388
User:CR/Measure:CL,choice,CL,15,0.0003694613780909403
User:CR/Measure:CL,choice,CL,16,0.0003694613780909403
User:CR/Measure:CL,choice,CL,17,0.0004222415749610746
User:CR/Measure:CL,choice,CL,18,0.0003694613780909403
User:CR/Measure:CL,choice,CL,19,0.0003694613780909403
User:CR/Measure:CL,choice,CL,20,0.00034307127965587313
User:CR/Measure:C,choice,C,1,0.3460269706806006
User:CR/Measure:C,choice,C,2,0.33473200855039187
User:CR/Measure:C,choice,C,3,0.33259441057715144
User:CR/Measure:C,choice,C,4,0.3299290106352097
User:CR/Measure:C,choice,C,5,0.3321457789037553
User:CR/Measure:C,choice,C,6,0.3356028817987491
User:CR/Measure:C,choice,C,7,0.3389280342015676
User:CR/Measure:C,choice,C,8,0.344206053888581
User:CR/Measure:C,choice,C,9,0.3479270577679255
User:CR/Measure:C,choice,C,10,0.3516216715488349
User:CR/Measure:C,choice,C,11,0.3523078141081466
User:CR/Measure:C,choice,C,12,0.3589845090122186
User:CR/Measure:C,choice,C,13,0.3616499089541604
User:CR/Measure:C,choice,C,14,0.3693030375003299
User:CR/Measure:C,choice,C,15,0.3702530810439923
User:CR/Measure:C,choice,C,16,0.3792784947087853
User:CR/Measure:C,choice,C,17,0.3817591639616816
User:CR/Measure:C,choice,C,18,0.38772332620800676
User:CR/Measure:C,choice,C,19,0.3952445042620009
User:CR/Measure:C,choice,C,20,0.4025545615285145
User:CR/Measure:CR,choice,CR,1,0.6357902514976381
User:CR/Measure:CR,choice,CR,2,0.6448420552608661
User:CR/Measure:CR,choice,CR,3,0.6445253740796453
User:CR/Measure:CR,choice,CR,4,0.6452379067373921
User:CR/Measure:CR,choice,CR,5,0.640065447444119
User:CR/Measure:CR,choice,CR,6,0.6367930752381706
User:CR/Measure:CR,choice,CR,7,0.6306969624996701
User:CR/Measure:CR,choice,CR,8,0.6238619270049878
User:CR/Measure:CR,choice,CR,9,0.6174227429868313
User:CR/Measure:CR,choice,CR,10,0.6105085371968437
User:CR/Measure:CR,choice,CR,11,0.607077824400285
User:CR/Measure:CR,choice,CR,12,0.5985274325073232
User:CR/Measure:CR,choice,CR,13,0.5920882484891669
User:CR/Measure:CR,choice,CR,14,0.5809780170480036
User:CR/Measure:CR,choice,CR,15,0.5764917003140422
User:CR/Measure:CR,choice,CR,16,0.565012007494788
User:CR/Measure:CR,choice,CR,17,0.5592589660359433
User:CR/Measure:CR,choice,CR,18,0.5479640039057345
User:CR/Measure:CR,choice,CR,19,0.5387274694534611
User:CR/Measure:CR,choice,CR,20,0.5269047053545509
User:CR/Measure:R,choice,R,1,0.017681365951495
User:CR/Measure:R,choice,R,2,0.020056474810651044
User:CR/Measure:R,choice,R,3,0.02258992426041749
User:CR/Measure:R,choice,R,4,0.024516401446177394
User:CR/Measure:R,choice,R,5,0.02755126276621012
User:CR/Measure:R,choice,R,6,0.027340141978729582
User:CR/Measure:R,choice,R,7,0.030031932019106432
User:CR/Measure:R,choice,R,8,0.0315889478267754
User:CR/Measure:R,choice,R,9,0.034280737867152244
User:CR/Measure:R,choice,R,10,0.03752671997466551
User:CR/Measure:R,choice,R,11,0.04019211991660729
User:CR/Measure:R,choice,R,12,0.04214498720080226
User:CR/Measure:R,choice,R,13,0.045997941572322065
User:CR/Measure:R,choice,R,14,0.049428654368880796
User:CR/Measure:R,choice,R,15,0.052885757263874594
User:CR/Measure:R,choice,R,16,0.05534003641833584
User:CR/Measure:R,choice,R,17,0.05855962842741404
User:CR/Measure:R,choice,R,18,0.06394320850816773
User:CR/Measure:R,choice,R,19,0.0656585649064471
User:CR/Measure:R,choice,R,20,0.07019766183727866
User:R/Measure:L,recommendation,L,1,0.0018233522917363667
User:R/Measure:L,recommendation,L,2,8.364001338240214e-05
User:R/Measure:L,recommendation,L,3,4.600200736032118e-05
User:R/Measure:L,recommendation,L,4,2.927400468384075e-05
User:R/Measure:L,recommendation,L,5,2.5092004014720644e-05
User:R/Measure:L,recommendation,L,6,2.5092004014720644e-05
User:R/Measure:L,recommendation,L,7,3.345600535296086e-05
User:R/Measure:L,recommendation,L,8,2.927400468384075e-05
User:R/Measure:L,recommendation,L,9,2.927400468384075e-05
User:R/Measure:L,recommendation,L,10,4.182000669120107e-05
User:R/Measure:L,recommendation,L,11,5.85480093676815e-05
User:R/Measure:L,recommendation,L,12,7.109401137504183e-05
User:R/Measure:L,recommendation,L,13,8.782201405152225e-05
User:R/Measure:L,recommendation,L,14,0.00010036801605888258
User:R/Measure:L,recommendation,L,15,9.618601538976247e-05
User:R/Measure:L,recommendation,L,16,9.200401472064236e-05
User:R/Measure:L,recommendation,L,17,0.00010455001672800267
User:R/Measure:L,recommendation,L,18,0.00010873201739712278
User:R/Measure:L,recommendation,L,19,0.00010873201739712278
User:R/Measure:L,recommendation,L,20,0.00010873201739712278
User:R/Measure:CL,recommendation,CL,1,0.023201739712278353
User:R/Measure:CL,recommendation,CL,2,0.006101538976246236
User:R/Measure:CL,recommendation,CL,3,0.0044371027099364335
User:R/Measure:CL,recommendation,CL,4,0.003671796587487454
User:R/Measure:CL,recommendation,CL,5,0.003395784543325527
User:R/Measure:CL,recommendation,CL,6,0.0033163265306122448
User:R/Measure:CL,recommendation,CL,7,0.0034292405486784877
User:R/Measure:CL,recommendation,CL,8,0.0033832385413181667
User:R/Measure:CL,recommendation,CL,9,0.003253596520575443
User:R/Measure:CL,recommendation,CL,10,0.0033706925393108063
User:R/Measure:CL,recommendation,CL,11,0.0034459685513549684
User:R/Measure:CL,recommendation,CL,12,0.0035672465707594515
User:R/Measure:CL,recommendation,CL,13,0.003701070592171295
User:R/Measure:CL,recommendation,CL,14,0.0038516226162596187
User:R/Measure:CL,recommendation,CL,15,0.004031448645031783
User:R/Measure:CL,recommendation,CL,16,0.004152726664436266
User:R/Measure:CL,recommendation,CL,17,0.004403646704583473
User:R/Measure:CL,recommendation,CL,18,0.004658748745399799
User:R/Measure:CL,recommendation,CL,19,0.00506858481097357
User:R/Measure:CL,recommendation,CL,20,0.005532786885245901
User:R/Measure:C,recommendation,C,1,0.2822599531615925
User:R/Measure:C,recommendation,C,2,0.27390431582469055
User:R/Measure:C,recommendation,C,3,0.26530194044831046
User:R/Measure:C,recommendation,C,4,0.26309802609568417
User:R/Measure:C,recommendation,C,5,0.2632945801271328
User:R/Measure:C,recommendation,C,6,0.2651388424222148
User:R/Measure:C,recommendation,C,7,0.2681540649046504
User:R/Measure:C,recommendation,C,8,0.27180495148879225
User:R/Measure:C,recommendation,C,9,0.27619187019069924
User:R/Measure:C,recommendation,C,10,0.28082970893275344
User:R/Measure:C,recommendation,C,11,0.2860655737704918
User:R/Measure:C,recommendation,C,12,0.29160672465707593
User:R/Measure:C,recommendation,C,13,0.29700986952157915
User:R/Measure:C,recommendation,C,14,0.302889762462362
User:R/Measure:C,recommendation,C,15,0.3083472733355637
User:R/Measure:C,recommendation,C,16,0.31422298427567746
User:R/Measure:C,recommendation,C,17,0.3201656072264972
User:R/Measure:C,recommendation,C,18,0.3264176982268317
User:R/Measure:C,recommendation,C,19,0.3329248912679826
User:R/Measure:C,recommendation,C,20,0.33982101037136164
User:R/Measure:CR,recommendation,CR,1,0.5661174305787889
User:R/Measure:CR,recommendation,CR,2,0.5909041485446638
User:R/Measure:CR,recommendation,CR,3,0.5993434258949482
User:R/Measure:CR,recommendation,CR,4,0.6009200401472065
User:R/Measure:CR,recommendation,CR,5,0.6000669120107059
User:R/Measure:CR,recommendation,CR,6,0.5967213114754099
User:R/Measure:CR,recommendation,CR,7,0.5919956507193042
User:R/Measure:CR,recommendation,CR,8,0.5866092338574774
User:R/Measure:CR,recommendation,CR,9,0.5799514887922382
User:R/Measure:CR,recommendation,CR,10,0.5732477417196387
User:R/Measure:CR,recommendation,CR,11,0.5652810304449649
User:R/Measure:CR,recommendation,CR,12,0.5566201070592172
User:R/Measure:CR,recommendation,CR,13,0.5484735697557711
User:R/Measure:CR,recommendation,CR,14,0.5394320843091335
User:R/Measure:CR,recommendation,CR,15,0.5306791569086651
User:R/Measure:CR,recommendation,CR,16,0.5219429575108732
User:R/Measure:CR,recommendation,CR,17,0.5139595182335229
User:R/Measure:CR,recommendation,CR,18,0.505812980930077
User:R/Measure:CR,recommendation,CR,19,0.4977542656406825
User:R/Measure:CR,recommendation,CR,20,0.4894446303111408
User:R/Measure:R,recommendation,R,1,0.1265975242556039
User:R/Measure:R,recommendation,R,2,0.12900635664101706
User:R/Measure:R,recommendation,R,3,0.13087152893944462
User:R/Measure:R,recommendation,R,4,0.13228086316493812
User:R/Measure:R,recommendation,R,5,0.133217631314821
User:R/Measure:R,recommendation,R,6,0.1347984275677484
User:R/Measure:R,recommendation,R,7,0.13638758782201404
User:R/Measure:R,recommendation,R,8,0.13817330210772832
